ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
472,B,Ship,4,ok,244,3,medium,M,8,3318,yes
473,C,Ship,2,bad,189,4,low,M,9,3413,yes
474,F,Ship,3,worst,157,2,medium,F,39,1525,yes
475,D,Ship,4,ok,275,10,medium,M,10,2093,yes
476,F,Ship,4,excellent,133,3,low,M,59,1092,yes
477,A,Ship,4,bad,149,3,medium,M,26,1863,yes
478,B,Ship,3,good,254,2,high,F,41,3973,yes
479,C,Ship,3,good,145,8,low,F,24,1594,yes
480,F,Ship,3,excellent,179,5,low,M,56,1113,yes
481,D,Ship,5,good,168,3,low,F,13,1317,yes
482,F,Ship,4,excellent,202,3,medium,F,46,3181,yes
483,A,Ship,3,ok,220,7,low,M,25,2141,yes
484,B,Ship,3,bad,244,8,low,F,50,3562,yes
485,C,Ship,4,ok,186,7,medium,F,30,2062,yes
486,F,Ship,5,excellent,263,8,medium,F,9,2236,yes
487,D,Ship,3,worst,294,4,low,F,25,1498,yes
488,F,Ship,4,worst,139,3,low,F,56,1811,yes
489,A,Ship,7,excellent,192,3,low,M,46,1550,yes
490,B,Ship,3,ok,235,3,low,M,5,3065,yes
491,C,Ship,2,worst,176,3,low,F,15,1996,yes
492,F,Ship,5,good,224,3,low,F,34,2627,yes
493,D,Ship,3,good,128,3,medium,F,51,1524,yes
494,F,Ship,5,good,226,5,low,M,47,2240,yes
495,A,Ship,5,worst,160,5,medium,F,16,1526,yes
496,B,Ship,3,worst,197,5,low,M,45,2224,yes
497,C,Ship,4,bad,216,3,low,F,12,2273,yes
498,F,Ship,4,good,199,2,low,M,9,3075,yes
499,D,Ship,5,excellent,271,2,low,M,27,3957,yes
500,F,Ship,5,worst,201,3,low,F,47,2657,yes
501,A,Ship,3,good,212,2,low,M,33,2021,yes
502,B,Ship,3,bad,177,3,low,M,10,1641,yes
503,C,Ship,3,good,191,4,medium,F,43,2903,yes
504,F,Ship,3,bad,174,3,low,M,30,1986,yes
505,D,Ship,5,ok,162,2,low,F,14,1045,yes
506,F,Ship,3,worst,219,2,low,F,39,2696,yes
507,A,Ship,4,good,155,3,medium,F,35,1421,yes
508,B,Ship,5,ok,230,3,medium,F,3,2923,yes
509,C,Ship,4,excellent,192,2,medium,F,36,2497,yes
510,F,Ship,5,bad,235,3,low,M,14,2984,yes
511,D,Ship,3,bad,200,3,low,M,46,3642,yes
512,F,Ship,5,bad,172,3,medium,M,65,1667,yes
513,A,Ship,5,good,160,4,low,F,6,1603,yes
514,B,Ship,5,ok,250,5,low,M,12,2722,yes
515,C,Ship,4,bad,174,3,low,M,9,1682,yes
516,F,Ship,3,bad,204,3,high,F,54,3608,yes
517,D,Ship,3,excellent,274,3,medium,F,51,3476,yes
518,F,Ship,5,excellent,262,2,medium,F,62,3744,yes
519,A,Ship,4,excellent,138,3,medium,M,23,1785,yes
520,B,Ship,3,worst,215,3,medium,F,2,3873,yes
521,C,Ship,3,worst,145,2,low,F,34,1773,yes
522,F,Road,4,excellent,149,2,medium,M,56,1141,yes
523,D,Road,6,excellent,212,2,medium,M,38,2359,yes
524,F,Road,3,worst,155,3,medium,F,47,1193,yes
525,A,Road,5,bad,154,3,low,M,40,1238,yes
526,B,Road,3,ok,249,3,medium,M,51,2173,yes
527,C,Road,5,worst,206,2,low,M,2,3490,yes
528,F,Road,4,excellent,235,3,medium,F,22,2015,yes
529,D,Road,5,excellent,261,3,medium,F,8,3257,yes
530,F,Road,6,worst,243,4,high,F,22,3537,yes
531,A,Road,3,bad,237,2,high,M,26,3103,yes
532,B,Road,2,good,179,2,low,F,19,1900,yes
533,C,Road,4,ok,192,3,low,F,43,3498,yes
534,F,Road,3,worst,141,3,medium,F,39,1838,yes
535,D,Road,3,bad,245,3,low,F,61,2188,yes
536,F,Road,4,good,177,4,medium,F,32,1774,yes
537,A,Road,2,ok,154,4,high,F,17,1897,yes
538,B,Road,4,good,228,3,medium,F,12,3359,yes
539,C,Road,3,ok,207,6,high,F,24,3702,yes
540,F,Road,4,good,266,4,medium,F,33,2701,yes
541,D,Road,3,ok,172,3,medium,F,42,1707,yes
542,F,Road,4,ok,142,3,low,F,35,1512,yes
543,A,Road,4,excellent,218,3,low,F,40,3200,yes
544,B,Flight,3,ok,231,2,low,M,46,2962,yes
545,C,Flight,4,bad,180,3,low,F,47,1434,yes
546,F,Flight,3,worst,168,3,low,M,46,1886,yes
547,D,Flight,5,excellent,147,4,high,F,42,1642,yes
548,F,Flight,5,good,245,5,low,M,6,3592,yes
549,A,Flight,2,good,182,3,medium,M,47,3792,yes
550,B,Flight,3,good,176,3,medium,F,8,1567,yes
551,C,Flight,5,ok,197,4,medium,F,51,2917,yes
552,F,Flight,3,excellent,233,3,medium,M,52,3519,yes
553,D,Flight,3,good,156,2,low,M,8,1145,yes
554,F,Flight,2,ok,257,4,medium,F,52,2073,yes
555,A,Flight,5,good,250,3,low,F,11,3373,yes
556,B,Flight,5,good,189,5,low,M,3,3301,yes
557,C,Flight,3,ok,255,2,high,M,7,3311,yes
558,F,Flight,2,ok,198,2,medium,M,28,3514,yes
559,D,Flight,4,bad,164,3,medium,M,15,1489,yes
560,F,Flight,5,bad,271,3,medium,M,32,3785,yes
561,A,Flight,3,worst,185,2,medium,F,34,3299,yes
562,B,Flight,2,excellent,157,6,high,F,17,1764,yes
563,C,Flight,3,bad,137,2,medium,M,17,1673,yes
564,F,Flight,3,ok,229,3,low,M,14,2164,yes
565,D,Flight,3,ok,234,2,medium,F,39,2449,yes
566,F,Ship,4,ok,216,2,low,M,52,3578,yes
567,A,Ship,3,worst,163,4,low,F,20,1940,yes
568,B,Ship,5,bad,268,3,low,M,19,2526,yes
569,C,Ship,3,ok,205,5,medium,M,35,2988,yes
570,F,Ship,4,excellent,265,2,medium,F,18,2969,yes
571,D,Ship,2,bad,236,3,medium,M,3,3416,yes
572,F,Ship,4,worst,132,3,low,M,63,1901,yes
573,A,Ship,3,good,234,2,medium,M,46,3108,yes
574,B,Ship,4,ok,108,6,low,F,22,1745,yes
575,C,Ship,4,bad,276,2,low,M,54,3706,yes
576,F,Ship,4,bad,179,4,low,M,1,1063,yes
577,D,Ship,4,worst,230,3,medium,M,40,2225,yes
578,F,Ship,3,bad,210,3,medium,F,43,2096,yes
579,A,Ship,3,bad,173,3,low,F,15,1992,yes
580,B,Ship,2,excellent,201,3,medium,F,29,3894,yes
581,C,Ship,3,ok,214,2,low,M,21,3342,yes
582,F,Ship,4,bad,216,2,medium,F,22,3024,yes
583,D,Ship,2,excellent,144,3,medium,M,61,1313,yes
584,F,Ship,5,excellent,182,3,medium,F,27,3039,yes
585,A,Ship,3,ok,163,2,medium,F,48,1369,yes
586,B,Ship,3,ok,234,3,medium,F,8,2334,yes
587,C,Ship,3,bad,158,3,high,F,59,1307,yes
588,F,Ship,3,excellent,194,2,medium,M,4,3496,yes
589,D,Ship,3,worst,201,6,medium,F,3,2497,yes
590,F,Ship,3,bad,178,2,medium,F,59,1933,yes
591,A,Ship,4,worst,214,5,medium,M,51,2669,yes
592,B,Ship,3,ok,281,2,medium,M,55,3047,yes
593,C,Ship,3,bad,260,3,medium,F,2,2176,yes
594,F,Ship,3,bad,200,2,medium,F,46,3174,yes
595,D,Ship,5,ok,209,2,high,F,49,2581,yes
596,F,Ship,3,worst,185,3,low,M,61,3280,yes
597,A,Ship,4,ok,230,3,low,F,62,2236,yes
598,B,Ship,3,good,134,3,medium,F,31,1540,yes
599,C,Ship,4,excellent,270,2,low,F,34,2821,yes
600,F,Ship,4,worst,140,3,medium,F,1,1464,yes
601,D,Ship,6,ok,133,5,medium,M,32,1367,yes
602,F,Ship,3,good,145,3,medium,M,44,1218,yes
603,A,Ship,4,ok,206,3,medium,M,58,2135,yes
604,B,Ship,3,worst,162,2,low,F,52,1125,yes
605,C,Ship,4,ok,187,2,low,F,58,3665,yes
606,F,Ship,4,good,166,5,low,F,54,1203,yes
607,D,Ship,4,excellent,178,3,low,F,48,1819,yes
608,F,Ship,3,worst,167,2,high,F,34,1967,yes
609,A,Ship,4,good,224,3,high,M,60,3145,yes
610,B,Ship,4,good,158,3,medium,M,11,1224,yes
611,C,Ship,3,good,134,2,medium,M,43,1198,yes
612,F,Ship,4,bad,147,2,medium,F,20,1387,yes
613,D,Ship,4,ok,187,3,low,M,61,2207,yes
614,F,Ship,4,excellent,247,2,medium,F,18,2404,yes
615,A,Ship,5,good,182,4,high,M,20,2212,yes
616,B,Ship,4,worst,177,4,medium,F,33,1049,yes
617,C,Ship,5,excellent,143,2,high,F,18,1066,yes
618,F,Ship,5,ok,245,2,medium,F,8,3231,yes
619,D,Ship,4,worst,133,4,medium,M,64,1834,yes
620,F,Ship,3,excellent,224,2,low,M,13,3891,yes
621,A,Ship,2,excellent,265,2,low,F,50,3859,yes
622,B,Ship,4,worst,138,2,low,M,28,1528,yes
623,C,Ship,3,good,253,3,low,M,6,3788,yes
624,F,Ship,4,worst,165,3,medium,M,51,1293,yes
625,D,Ship,4,ok,265,3,low,F,65,3578,yes
626,F,Ship,3,bad,238,3,high,F,54,3142,yes
627,A,Ship,5,bad,236,3,low,F,51,3402,yes
628,B,Ship,4,bad,190,5,high,F,38,3022,yes
629,C,Ship,6,worst,104,4,medium,F,23,1442,yes
630,F,Ship,4,excellent,245,2,low,F,19,2616,yes
631,D,Ship,3,worst,155,3,medium,F,27,1022,yes
632,F,Ship,3,bad,233,3,low,M,63,2143,yes
633,A,Ship,4,ok,171,4,low,F,55,1539,yes
634,B,Ship,2,ok,164,2,low,M,56,1491,yes
635,C,Ship,3,worst,141,3,low,M,6,1361,yes
636,F,Ship,5,ok,266,2,low,F,61,2118,yes
637,D,Ship,3,good,192,2,low,F,56,3765,yes
638,F,Ship,3,ok,229,6,medium,F,61,2298,yes
639,A,Ship,6,bad,269,4,medium,M,38,3171,yes
640,B,Ship,3,good,247,4,low,M,59,2939,yes
641,C,Ship,4,good,157,2,low,F,2,1087,yes
642,F,Ship,3,bad,148,3,medium,F,64,1280,yes
643,D,Ship,4,worst,240,2,low,M,14,2437,yes
644,F,Ship,4,ok,197,4,medium,M,58,3617,yes
645,A,Ship,6,good,121,5,low,M,23,1734,yes
646,B,Ship,4,bad,124,3,high,M,60,1107,yes
647,C,Ship,4,bad,153,3,medium,F,53,1185,yes
648,F,Ship,5,bad,105,4,high,M,1,1622,yes
649,D,Ship,4,ok,202,3,medium,M,2,3962,yes
650,F,Ship,5,good,162,2,low,F,54,1635,yes
651,A,Ship,3,good,164,3,medium,M,13,1158,yes
652,B,Ship,3,bad,231,4,medium,M,48,3370,yes
653,C,Ship,5,bad,209,4,medium,F,12,2933,yes
654,F,Ship,3,worst,157,2,high,M,19,1898,yes
655,D,Ship,4,excellent,249,2,low,M,4,2725,yes
656,F,Ship,2,ok,264,2,low,F,63,2896,yes
657,A,Ship,3,worst,111,4,low,M,61,1844,yes
658,B,Ship,3,worst,242,3,medium,F,10,3606,yes
659,C,Road,4,good,169,3,low,M,23,1058,yes
660,F,Road,5,ok,138,2,low,M,13,1056,yes
661,D,Road,5,worst,158,3,low,M,9,1483,yes
662,F,Road,5,ok,146,4,low,M,5,1718,yes
663,A,Road,4,good,218,5,medium,F,36,2995,yes
664,B,Road,3,bad,178,2,medium,F,22,1247,yes
665,C,Road,4,excellent,197,3,low,F,34,3784,yes
666,F,Road,3,ok,243,2,medium,M,17,3230,yes
667,D,Road,5,bad,254,4,high,M,37,2608,yes
668,F,Road,3,worst,237,4,low,M,33,2782,yes
669,A,Road,5,worst,179,3,low,F,62,1945,yes
670,B,Road,3,bad,189,3,medium,M,38,2108,yes
671,C,Road,4,ok,244,3,medium,M,1,3982,yes
672,F,Road,3,ok,266,2,medium,M,46,3594,yes
673,D,Road,5,good,263,3,high,M,10,2538,yes
674,F,Road,3,bad,247,2,medium,M,39,3189,yes
675,A,Road,4,excellent,202,3,low,F,6,2616,yes
676,B,Road,4,good,227,3,medium,F,1,2761,yes
677,C,Road,4,excellent,189,2,low,F,15,2457,yes
678,F,Road,6,good,160,2,low,F,31,1689,yes
679,D,Road,3,ok,117,3,medium,M,56,1618,yes
680,F,Road,3,worst,202,2,high,M,52,2312,yes
681,A,Flight,4,ok,201,3,medium,F,54,2487,yes
682,B,Flight,3,good,273,2,medium,F,39,2651,yes
683,C,Flight,4,good,143,2,medium,M,58,1038,yes
684,F,Flight,4,excellent,137,4,high,M,29,1262,yes
685,D,Flight,5,excellent,236,3,high,M,34,3455,yes
686,F,Flight,4,bad,241,2,low,M,17,3844,yes
687,A,Flight,4,bad,187,2,low,F,6,3625,yes
688,B,Flight,4,excellent,273,2,high,M,63,3516,yes
689,C,Flight,5,bad,170,3,low,M,15,1314,yes
690,F,Flight,3,excellent,138,3,low,F,37,1266,yes
691,D,Flight,5,good,150,2,low,M,60,1034,yes
692,F,Flight,5,excellent,140,3,high,F,42,1384,yes
693,A,Flight,4,worst,250,2,low,M,17,3544,yes
694,B,Flight,3,ok,207,7,medium,M,19,2182,yes
695,C,Flight,4,good,214,3,low,M,36,2684,yes
696,F,Flight,4,worst,179,3,low,M,63,1215,yes
697,D,Flight,5,worst,149,4,medium,F,20,1110,yes
698,F,Flight,3,excellent,151,2,low,F,16,1422,yes
699,A,Flight,4,ok,264,3,medium,M,23,2376,yes
700,B,Flight,6,excellent,113,3,high,M,31,1037,yes
701,C,Flight,6,worst,281,3,medium,F,36,2536,yes
702,F,Flight,4,bad,197,7,medium,M,43,3730,yes
703,D,Ship,3,good,265,8,low,F,35,3299,yes
704,F,Ship,4,bad,259,3,low,F,47,3764,yes
705,A,Ship,5,worst,200,8,low,F,18,3806,yes
706,B,Ship,2,good,111,2,high,M,60,1787,yes
707,C,Ship,3,excellent,223,3,medium,M,53,3670,yes
708,F,Ship,3,ok,241,3,low,M,5,2713,yes
709,D,Ship,4,worst,139,3,low,F,25,1152,yes
710,F,Ship,7,worst,192,3,low,M,38,1372,yes
711,A,Ship,3,good,117,3,medium,M,23,1527,yes
712,B,Ship,3,worst,202,2,high,F,21,3120,yes
713,C,Ship,4,bad,201,3,medium,F,39,2066,yes
714,F,Ship,3,ok,273,2,medium,F,16,2466,yes
715,D,Ship,4,ok,143,2,medium,F,64,1910,yes
716,F,Ship,4,worst,137,4,high,M,15,1391,yes
717,A,Ship,5,ok,236,3,high,F,47,3519,yes
718,B,Ship,4,worst,241,2,low,F,39,2935,yes
719,C,Ship,4,excellent,187,2,low,M,44,3218,yes
720,F,Ship,4,ok,273,2,high,M,43,3462,yes
721,D,Ship,5,ok,170,3,low,F,12,1018,yes
722,F,Ship,3,good,138,3,low,F,54,1648,yes
723,A,Ship,5,ok,150,2,low,M,2,1682,yes
724,B,Ship,5,good,140,3,high,F,56,1332,yes
725,C,Ship,4,ok,250,2,low,F,46,2878,yes
726,F,Ship,3,good,207,7,medium,F,46,2670,yes
727,D,Ship,4,bad,214,3,low,F,18,2574,yes
728,F,Ship,4,ok,179,3,low,M,45,1903,yes
729,A,Ship,5,bad,149,4,medium,M,48,1068,yes
730,B,Ship,3,worst,151,2,low,F,4,1748,yes
731,C,Ship,4,excellent,264,3,medium,M,16,2245,yes
732,F,Ship,6,excellent,113,3,high,F,35,1402,yes
733,D,Ship,6,ok,281,3,medium,M,11,2135,yes
734,F,Ship,4,good,197,7,medium,F,22,2065,yes
735,A,Ship,3,good,265,8,low,M,2,3622,yes
736,B,Ship,4,worst,259,3,low,M,39,2427,yes
737,C,Ship,5,ok,200,8,low,F,9,2741,yes
738,F,Ship,2,worst,111,2,high,F,10,1920,yes
739,D,Ship,3,bad,223,3,medium,F,6,2127,yes
740,F,Ship,3,bad,241,3,low,M,22,3030,yes
741,A,Ship,4,excellent,139,3,low,F,65,1277,yes
742,B,Ship,7,good,192,3,low,F,33,1694,yes
743,C,Ship,3,excellent,180,4,medium,F,59,1481,yes
744,F,Ship,3,ok,153,5,low,M,35,1089,yes
745,D,Ship,2,good,280,4,low,M,48,1463,yes
746,F,Ship,7,excellent,243,5,medium,M,28,1100,yes
747,A,Ship,3,good,214,2,low,M,50,3881,yes
748,B,Ship,4,good,177,2,low,M,6,1112,yes
749,C,Ship,3,bad,182,3,medium,F,39,3828,yes
750,F,Ship,4,excellent,185,3,medium,M,17,2824,yes
751,D,Ship,3,ok,143,3,medium,M,23,1281,yes
752,F,Ship,3,ok,162,3,medium,M,7,1901,yes
753,A,Ship,3,worst,171,2,low,M,34,1999,yes
754,B,Ship,5,worst,227,3,low,F,14,2589,yes
755,C,Ship,3,excellent,205,6,low,F,25,2232,yes
756,F,Ship,3,excellent,258,3,low,M,17,3033,yes
757,D,Ship,4,excellent,195,5,medium,F,10,3537,yes
758,F,Ship,4,worst,224,2,low,M,8,3638,yes
759,A,Ship,2,excellent,192,6,low,F,41,2673,yes
760,B,Ship,3,ok,202,3,medium,F,35,3986,yes
761,C,Ship,5,ok,235,2,medium,F,12,3358,yes
762,F,Ship,3,good,218,3,low,M,22,3818,yes
763,D,Ship,6,excellent,176,4,medium,M,31,1262,yes
764,F,Ship,3,ok,221,2,medium,F,26,3120,yes
765,A,Ship,3,good,157,3,low,F,32,1370,yes
766,B,Ship,4,bad,259,4,low,F,13,2495,yes
767,C,Ship,2,worst,249,3,low,M,11,2534,yes
768,F,Ship,4,worst,263,5,low,F,62,2292,yes
769,D,Ship,4,ok,141,3,low,F,2,1915,yes
770,F,Ship,4,worst,114,3,medium,F,9,1240,yes
771,A,Ship,3,good,179,4,low,F,44,1004,yes
772,B,Ship,4,ok,179,3,medium,M,40,1584,yes
773,C,Ship,3,excellent,193,3,low,F,47,3523,yes
774,F,Ship,3,bad,137,3,medium,F,23,1246,yes
775,D,Ship,3,excellent,110,3,low,M,55,1875,yes
776,F,Ship,3,worst,270,3,medium,F,61,3582,yes
777,A,Ship,5,worst,175,3,medium,F,64,1110,yes
778,B,Ship,5,worst,234,2,low,M,12,2372,yes
779,C,Ship,2,good,177,3,medium,M,48,1113,yes
780,F,Ship,3,good,153,2,low,F,24,1442,yes
781,D,Ship,4,excellent,252,3,low,M,16,2332,yes
782,F,Ship,2,good,122,2,low,F,32,1213,yes
783,A,Ship,4,excellent,215,2,medium,F,34,2258,yes
784,B,Ship,3,ok,140,4,low,F,47,1207,yes
785,C,Ship,3,worst,209,2,low,M,43,2237,yes
786,F,Ship,2,ok,144,3,high,M,40,1500,yes
787,D,Ship,4,bad,210,3,low,M,16,2046,yes
788,F,Ship,5,worst,160,3,medium,F,22,1693,yes
789,A,Ship,5,good,134,2,low,F,20,1549,yes
790,B,Ship,3,bad,138,3,medium,F,34,1159,yes
791,C,Ship,4,ok,200,2,medium,M,65,3485,yes
792,F,Ship,5,good,133,2,medium,M,30,1161,yes
793,D,Ship,2,good,121,5,low,M,32,1788,yes
794,F,Ship,4,ok,257,3,medium,M,5,2489,yes
795,A,Ship,4,excellent,255,4,low,M,14,3099,yes
796,B,Road,4,worst,158,3,low,F,32,1061,yes
797,C,Road,4,good,248,4,low,F,49,2322,yes
798,F,Road,2,ok,194,4,medium,M,65,3795,yes
799,D,Road,4,ok,184,3,medium,F,19,2774,yes
800,F,Road,5,excellent,249,4,medium,F,38,2797,yes
801,A,Road,5,excellent,170,2,medium,F,36,1278,yes
802,B,Road,3,good,261,2,medium,F,1,3398,yes
803,C,Road,3,bad,262,2,low,F,26,2370,yes
804,F,Road,4,good,224,3,medium,M,9,2952,yes
805,D,Road,3,good,130,2,medium,F,42,1213,yes
806,F,Road,4,worst,133,3,low,M,57,1379,yes
807,A,Road,3,worst,145,4,low,F,58,1751,yes
808,B,Road,2,good,136,6,low,F,53,1213,yes
809,C,Road,4,excellent,163,5,low,M,24,1658,yes
810,F,Road,3,ok,183,3,low,F,45,2181,yes
811,D,Road,5,ok,216,3,medium,F,1,2434,yes
812,F,Road,4,worst,182,3,medium,M,28,2005,yes
813,A,Road,4,excellent,191,3,low,F,19,2392,yes
814,B,Road,3,bad,140,2,high,F,7,1401,yes
815,C,Road,4,good,161,3,high,F,59,1165,yes
816,F,Road,4,bad,200,4,low,M,43,2747,yes
817,D,Road,4,worst,176,3,medium,F,36,1891,yes
818,F,Flight,5,bad,247,3,low,M,32,3645,yes
819,A,Flight,3,good,262,2,low,M,15,3287,yes
820,B,Flight,4,excellent,154,2,low,F,49,1532,yes
821,C,Flight,3,worst,186,3,medium,F,11,3800,yes
822,F,Flight,2,worst,98,3,low,F,29,1806,yes
823,D,Flight,3,ok,268,3,low,F,33,3872,yes
824,F,Flight,5,ok,178,2,medium,F,60,1830,yes
825,A,Flight,3,worst,142,2,high,M,18,1428,yes
826,B,Flight,4,excellent,160,3,low,M,33,1837,yes
827,C,Flight,5,bad,232,2,medium,M,24,2174,yes
828,F,Flight,4,bad,209,2,low,F,23,2533,yes
829,D,Flight,4,bad,230,3,medium,M,33,3602,yes
830,F,Flight,5,good,223,3,low,F,40,2074,yes
831,A,Flight,4,good,201,3,high,F,7,2644,yes
832,B,Flight,3,excellent,224,3,medium,F,20,2937,yes
833,C,Flight,2,ok,251,3,low,F,2,3351,yes
834,F,Flight,3,good,145,6,medium,M,57,1949,yes
835,D,Flight,5,good,271,3,medium,F,16,2563,yes
836,F,Flight,3,excellent,218,4,medium,M,60,3048,yes
837,A,Flight,3,good,229,2,low,M,51,2628,yes
838,B,Flight,5,bad,278,2,low,F,17,2493,yes
839,C,Flight,2,good,168,3,low,F,15,1886,yes
840,F,Ship,5,bad,151,6,medium,M,12,1920,yes
841,D,Ship,3,worst,232,3,low,M,9,2958,yes
842,F,Ship,3,bad,140,2,low,F,16,1685,yes
843,A,Ship,4,bad,141,3,low,M,34,1619,yes
844,B,Ship,5,good,182,5,medium,F,23,3398,yes
845,C,Ship,4,bad,139,5,low,F,52,1977,yes
846,F,Ship,5,bad,145,5,medium,F,22,1818,yes
847,D,Ship,4,good,140,3,medium,M,11,1911,yes
848,F,Ship,3,good,267,3,medium,F,62,3589,yes
849,A,Ship,3,worst,191,3,high,F,60,2069,yes
850,B,Ship,4,bad,133,4,medium,F,52,1401,yes
851,C,Ship,4,bad,170,2,low,F,1,1446,yes
852,F,Ship,4,excellent,170,2,low,F,57,1533,yes
853,D,Ship,3,bad,149,4,medium,F,21,1636,yes
854,F,Ship,5,good,279,2,medium,F,1,3933,yes
855,A,Ship,4,ok,121,2,medium,M,11,1906,yes
856,B,Ship,3,bad,139,2,low,M,63,1767,yes
857,C,Ship,3,good,265,2,high,F,64,2493,yes
858,F,Ship,5,bad,239,5,medium,M,24,2472,yes
859,D,Ship,4,ok,119,5,medium,M,5,1841,yes
860,F,Ship,4,worst,265,4,low,F,30,3896,yes
861,A,Ship,5,ok,144,6,medium,F,35,1009,yes
862,B,Ship,3,bad,148,2,low,F,58,1537,yes
863,C,Ship,5,good,269,2,medium,M,38,2770,yes
864,F,Ship,2,ok,188,3,medium,F,51,3191,yes
865,D,Ship,3,good,187,2,high,M,8,3725,yes
866,F,Ship,6,worst,168,5,high,F,65,1601,yes
867,A,Ship,4,worst,199,2,low,F,46,3371,yes
868,B,Ship,4,ok,261,3,low,F,10,2802,yes
869,C,Ship,3,worst,218,3,low,M,4,2304,yes
870,F,Ship,3,worst,196,3,low,F,64,2911,yes
871,D,Ship,4,excellent,147,3,medium,F,46,1469,yes
872,F,Ship,4,bad,208,3,high,M,17,2777,yes
873,A,Ship,3,worst,178,5,low,F,15,1242,yes
874,B,Ship,4,good,197,3,medium,M,20,3080,yes
875,C,Ship,2,good,206,2,low,F,30,3955,yes
876,F,Ship,4,worst,222,3,medium,M,45,3158,yes
877,D,Ship,3,ok,247,2,medium,M,55,3461,yes
878,F,Ship,4,worst,222,3,medium,M,25,2582,yes
879,A,Ship,6,worst,205,5,low,M,14,3213,yes
880,B,Ship,5,bad,244,3,low,M,8,3571,yes
881,C,Ship,2,good,194,6,medium,F,39,3770,yes
882,F,Ship,4,excellent,190,2,low,M,36,3548,yes
883,D,Ship,3,good,169,2,low,M,17,1242,yes
884,F,Ship,3,bad,251,2,low,F,5,3443,yes
885,A,Ship,2,bad,161,2,medium,F,1,1642,yes
886,B,Ship,3,bad,252,4,low,M,29,2353,yes
887,C,Ship,4,bad,271,3,low,F,19,2693,yes
888,F,Ship,5,ok,150,3,medium,M,21,1187,yes
889,D,Ship,3,excellent,212,3,high,M,6,2069,yes
890,F,Ship,5,ok,198,4,high,M,65,3407,yes
891,A,Ship,3,good,266,2,high,F,33,3798,yes
892,B,Ship,3,good,255,4,low,F,12,2266,yes
893,C,Ship,4,worst,166,3,high,F,3,1453,yes
894,F,Ship,3,bad,232,2,low,F,39,2139,yes
895,D,Ship,3,excellent,198,2,medium,F,62,3015,yes
896,F,Ship,4,ok,170,3,low,F,21,1588,yes
897,A,Ship,4,bad,162,2,low,M,16,1014,yes
898,B,Ship,3,good,135,3,low,M,22,1378,yes
899,C,Ship,3,excellent,242,3,medium,M,19,3753,yes
900,F,Ship,4,ok,206,3,medium,F,20,2247,yes
901,D,Ship,5,excellent,253,6,medium,M,59,2627,yes
902,F,Ship,5,ok,208,3,medium,M,35,3884,yes
903,A,Ship,3,ok,250,3,low,F,33,3463,yes
904,B,Ship,4,worst,143,2,medium,M,3,1996,yes
905,C,Ship,5,excellent,236,3,medium,F,62,3365,yes
906,F,Ship,4,good,147,3,low,M,13,1145,yes
907,D,Ship,2,excellent,113,5,low,M,43,1638,yes
908,F,Ship,5,worst,165,2,high,M,54,1190,yes
909,A,Ship,4,worst,235,4,low,M,22,2066,yes
910,B,Ship,4,excellent,186,10,low,F,42,3521,yes
911,C,Ship,4,bad,274,10,medium,F,29,2949,yes
912,F,Ship,2,excellent,163,3,medium,F,37,1079,yes
913,D,Ship,4,good,161,3,low,F,6,1386,yes
914,F,Ship,4,good,264,2,low,M,35,2336,yes
915,A,Ship,3,worst,255,2,medium,M,42,3459,yes
916,B,Ship,4,worst,258,3,medium,M,3,3928,yes
917,C,Ship,5,excellent,261,8,medium,M,39,2103,yes
918,F,Ship,5,ok,188,7,medium,M,3,3637,yes
919,D,Ship,3,good,188,3,high,M,11,3072,yes
920,F,Ship,3,bad,160,10,medium,M,25,1548,yes
921,A,Ship,3,bad,214,2,low,M,26,3503,yes
922,B,Ship,4,good,209,8,medium,F,46,3345,yes
923,C,Ship,4,worst,208,7,high,M,8,2193,yes
924,F,Ship,3,ok,265,4,low,M,47,2557,yes
925,D,Ship,4,worst,161,2,high,F,41,1992,yes
926,F,Ship,5,ok,217,3,high,F,61,3067,yes
927,A,Ship,3,worst,210,2,low,F,52,2444,yes
928,B,Ship,3,ok,179,2,low,F,60,1808,yes
929,C,Ship,3,bad,180,4,medium,M,55,1165,yes
930,F,Ship,3,ok,153,5,low,F,12,1972,yes
931,D,Ship,4,ok,162,2,low,M,2,1714,yes
932,F,Ship,3,bad,135,3,low,M,27,1898,yes
933,A,Road,3,excellent,242,3,medium,F,3,2268,yes
934,B,Road,4,good,206,3,medium,F,33,2804,yes
935,C,Road,5,worst,253,6,medium,M,12,2486,yes
936,F,Road,5,bad,208,3,medium,M,8,3442,yes
937,D,Road,3,bad,250,3,low,F,49,3798,yes
938,F,Road,4,excellent,143,2,medium,F,20,1360,yes
939,A,Road,5,ok,236,3,medium,M,7,3589,yes
940,B,Road,4,worst,147,3,low,F,15,1956,yes
941,C,Road,2,worst,113,5,low,F,9,1957,yes
942,F,Road,5,good,165,2,high,M,46,1482,yes
943,D,Road,4,good,235,4,low,M,50,2020,yes
944,F,Road,4,bad,186,10,low,M,45,3722,yes
945,A,Road,4,excellent,274,10,medium,F,5,3910,yes
946,B,Road,2,bad,163,3,medium,M,35,1547,yes
947,C,Road,4,bad,161,3,low,F,22,1819,yes
